dactylic	8	0	0	0	3.0	0.01	16.50
dad	3	646	603	626	1.0	507.25	2.58
daddy	4	0	0	0	2.0	185.08	2.56
dado	4	0	0	0	2.0	0.55	13.20
daffodil	7	404	595	611	3.0	0.20	5.63
daft	4	0	0	0	1.0	1.33	12.26
dag	3	0	0	0	1.0	0.61	11.43
dagger	4	480	576	581	2.0	4.92	8.44
daguerreotype	9	0	0	0	4.0	0.08	16.70
daily	4	0	0	0	2.0	15.63	6.00
daintiness	0	0	0	0	3.0	0.06	10.94
dainty	5	0	0	0	2.0	1.20	8.76
dairy	4	467	565	537	2.0	2.78	6.85
dairyman	7	0	0	0	3.0	0.01	9.30
dais	4	168	333	276	1.0	0.27	13.14
daisy	4	519	613	573	2.0	13.51	5.55
dale	3	0	0	0	2.0	9.08	10.34
dalliance	7	115	320	297	2.0	0.22	14.50
dalmatian	9	0	0	0	3.0	0.73	6.06
dam	3	0	0	0	1.0	5.75	6.58
damage	5	558	406	443	2.0	33.06	7.20
damask	6	0	0	0	2.0	0.12	14.00
dame	3	472	528	530	1.0	13.76	11.79
damn	3	0	0	0	1.0	283.53	8.30
damnable	7	0	0	0	3.0	0.29	12.24
damnation	8	0	0	0	3.0	1.31	8.94
damp	4	0	0	0	1.0	2.92	7.67
dampen	6	0	0	0	2.0	0.31	10.21
damper	5	0	0	0	2.0	0.84	9.50
damping	0	0	0	0	2.0	0.16	12.53
dampness	0	0	0	0	2.0	0.14	8.47
damsel	6	292	544	551	2.0	0.88	7.83
damson	6	0	0	0	2.0	0.02	16.43
dance	4	550	502	510	1.0	148.04	4.63
dancer	5	535	558	551	2.0	16.29	6.00
dancing	0	579	0	538	2.0	54.39	4.09
dandelion	9	513	558	579	3.0	0.29	5.11
dander	0	0	0	0	2.0	0.29	11.50
dandruff	7	495	546	554	2.0	0.80	10.74
dandy	5	0	0	0	2.0	4.39	7.94
dandyish	7	0	0	0	2.0	0.02	14.93
danger	5	557	338	505	2.0	43.67	4.61
dangerous	7	0	0	0	3.0	74.84	5.60
dangle	5	0	0	0	2.0	1.33	6.89
dangler	6	0	0	0	2.0	0.27	9.38
dank	4	0	0	0	1.0	0.55	12.37
danseuse	6	0	0	0	2.0	0.04	18.25
dapper	4	0	0	0	2.0	0.55	12.08
dappled	5	0	0	0	2.0	0.04	10.84
dare	2	510	291	373	1.0	55.41	6.63
darer	0	0	0	0	2.0	0.02	9.14
daresay	4	0	0	0	3.0	0.49	12.33
daring	5	0	0	0	2.0	4.20	9.11
dark	3	598	497	586	1.0	88.61	3.74
darken	5	0	0	0	2.0	0.39	6.85
darkened	0	0	0	0	3.0	0.78	6.74
darkie	0	0	0	0	1.0	0.14	11.06
darkling	6	0	0	0	2.0	0.10	10.82
darkness	0	578	419	622	2.0	17.49	4.83
darkroom	0	0	0	0	2.0	0.86	11.67
darksome	6	0	0	0	2.0	0.01	12.70
darling	5	0	0	0	2.0	129.67	5.79
darn	3	0	0	0	1.0	13.90	8.00
darnel	4	0	0	0	2.0	0.10	18.00
dart	3	496	608	597	1.0	1.92	7.38
darter	4	0	0	0	2.0	0.10	11.60
darts	0	0	0	0	1.0	1.96	7.03
dash	3	0	0	0	1.0	6.04	7.74
dashboard	0	0	0	0	2.0	0.98	9.21
dashing	5	0	0	0	2.0	2.25	9.26
dastardly	8	0	0	0	3.0	0.35	12.53
data	4	0	0	0	2.0	25.61	10.42
datable	0	0	0	0	3.0	0.04	12.47
date	3	613	514	501	1.0	141.53	5.84
dateless	0	0	0	0	3.0	0.37	13.00
dative	5	0	0	0	2.0	0.01	14.80
daub	3	0	0	0	1.0	0.08	10.17
daughter	4	0	0	0	2.0	171.35	4.95
daughterly	6	0	0	0	3.0	0.02	8.62
daunt	4	0	0	0	1.0	0.04	12.13
daunting	0	0	0	0	2.0	0.31	11.56
dauntless	7	0	0	0	2.0	0.14	13.80
dauphin	5	0	0	0	2.0	0.47	14.86
dawdle	4	0	0	0	2.0	0.59	10.31
dawdler	5	0	0	0	2.0	0.01	11.58
dawn	3	507	501	586	1.0	25.51	7.00
day	2	595	477	526	1.0	801.82	3.50
daybook	0	0	0	0	2.0	0.06	12.43
daybreak	0	387	511	608	2.0	1.37	8.10
daylight	5	547	492	575	2.0	9.57	4.94
daylong	0	0	0	0	2.0	0.04	9.94
daze	3	0	0	0	1.0	0.55	10.00
dazzle	4	0	0	0	2.0	1.00	7.79
dazzling	0	0	0	0	2.0	1.29	9.19
deacon	5	0	0	0	2.0	2.86	11.28
deaconess	7	0	0	0	3.0	0.02	12.08
deaconship	8	0	0	0	3.0	0.02	11.93
dead	3	581	429	520	1.0	448.98	5.17
deaden	4	0	0	0	2.0	0.16	10.69
deadfall	0	0	0	0	2.0	0.02	12.82
deadhead	6	0	0	0	2.0	0.20	12.87
deadline	6	0	0	0	2.0	5.86	9.56
deadlock	6	0	0	0	2.0	0.08	11.89
deadly	5	0	0	0	2.0	9.88	6.11
deadpan	0	0	0	0	2.0	0.10	15.36
deaf	3	0	0	0	1.0	14.53	6.83
deafen	4	0	0	0	2.0	0.04	8.55
deafening	0	0	0	0	3.0	0.43	10.95
deafness	0	0	0	0	2.0	0.27	7.47
deal	3	522	342	383	1.0	261.37	6.00
dealer	4	0	0	0	2.0	16.29	9.39
dean	3	0	0	0	1.0	38.71	13.78
dear	2	536	326	374	1.0	223.43	5.55
dearly	0	0	0	0	2.0	4.88	8.41
dearth	3	0	0	0	1.0	0.10	14.27
death	3	581	365	498	1.0	216.69	5.37
deathbed	6	0	0	0	2.0	1.33	9.47
deathly	5	0	0	0	2.0	0.55	9.62
debacle	0	169	370	284	3.0	0.67	12.42
debark	5	0	0	0	2.0	0.06	12.24
debarkation	9	0	0	0	4.0	0.06	14.36
debase	5	0	0	0	2.0	0.12	14.00
debasement	9	0	0	0	4.0	0.16	13.93
debatable	8	0	0	0	4.0	0.45	11.11
debate	5	459	375	397	2.0	9.29	9.56
debater	6	0	0	0	3.0	0.04	10.95
debauch	6	0	0	0	2.0	0.06	15.15
debauched	0	0	0	0	3.0	0.12	16.31
debaucher	7	0	0	0	3.0	0.02	15.46
debauchery	9	0	0	0	4.0	0.45	13.68
debenture	8	0	0	0	3.0	0.02	17.33
debilitating	0	0	0	0	5.0	0.57	14.17
debit	5	0	0	0	2.0	0.16	14.26
debonair	6	315	0	417	3.0	0.33	12.25
debrief	0	0	0	0	2.0	1.14	13.11
debriefing	0	0	0	0	3.0	1.06	14.60
debris	5	0	0	0	2.0	3.12	11.22
debt	3	494	416	384	1.0	14.22	10.44
debtor	4	0	0	0	2.0	0.31	12.29
debug	0	0	0	0	2.0	0.20	13.17
debunk	6	0	0	0	2.0	0.12	13.78
debut	4	351	303	316	2.0	2.59	10.58
debutante	0	0	0	0	3.0	1.33	14.26
decade	5	0	0	0	2.0	4.84	10.16
decadence	8	0	0	0	3.0	0.57	12.17
decadent	8	0	0	0	3.0	1.18	12.00
decamp	6	0	0	0	2.0	0.02	13.64
decanter	7	0	0	0	3.0	0.22	14.53
decapitate	9	0	0	0	4.0	0.37	10.33
decapitation	11	0	0	0	5.0	0.35	10.68
decay	4	513	370	450	2.0	2.06	8.79
decaying	0	0	0	0	2.0	0.71	9.44
decease	5	0	0	0	2.0	0.04	10.00
deceased	0	0	0	0	3.0	6.29	10.83
decedent	0	0	0	0	3.0	0.45	9.93
deceit	5	440	257	338	2.0	1.86	10.95
deceitful	0	0	0	0	3.0	1.14	12.94
deceitfulness	0	0	0	0	4.0	0.04	10.50
deceive	5	0	0	0	2.0	3.41	8.68
deceiver	6	0	0	0	3.0	0.18	11.06
decelerate	0	0	0	0	4.0	0.08	13.19
deceleration	11	0	0	0	5.0	0.12	11.47
december	7	0	0	0	3.0	7.59	5.01
decency	6	0	0	0	3.0	4.63	9.00
decent	5	0	0	0	2.0	28.10	7.47
decentralization	15	0	0	0	5.0	0.02	14.26
deception	8	0	0	0	3.0	3.14	10.00
deceptive	8	0	0	0	3.0	0.51	10.83
decibel	7	0	0	0	3.0	0.20	12.30
decide	5	0	0	0	2.0	50.41	7.20
decider	6	0	0	0	3.0	0.12	8.79
deciduous	9	0	0	0	3.0	0.08	14.00
decigram	8	0	0	0	3.0	0.02	17.00
decimal	7	0	0	0	3.0	0.82	9.21
decimate	7	0	0	0	3.0	0.18	12.67
decimation	9	0	0	0	4.0	0.08	13.41
decimator	8	0	0	0	4.0	0.06	12.46
decipher	6	0	0	0	3.0	1.71	10.84
decision	7	601	297	340	3.0	55.06	7.57
decisive	7	0	0	0	3.0	1.29	11.44
deck	3	507	566	539	1.0	23.76	6.45
declaim	6	0	0	0	2.0	0.02	12.20
declaration	10	0	0	0	4.0	3.53	11.40
declaratory	11	0	0	0	5.0	0.08	14.00
declare	5	0	0	0	2.0	7.57	10.74
declension	9	0	0	0	3.0	0.04	12.50
declination	10	0	0	0	4.0	0.10	15.08
decline	6	0	0	0	2.0	2.98	9.74
decode	5	0	0	0	2.0	1.08	10.68
decoder	0	0	0	0	3.0	0.43	11.11
decompose	8	0	0	0	3.0	0.47	10.48
decomposition	12	417	376	448	5.0	0.51	13.75
decompress	0	0	0	0	3.0	0.53	12.80
decompression	0	0	0	0	4.0	0.55	14.24
deconsecrate	11	0	0	0	4.0	0.02	12.91
decontaminate	12	0	0	0	5.0	0.02	11.37
decontamination	14	0	0	0	5.0	0.47	13.05
decontrol	9	0	0	0	3.0	0.04	12.53
decor	4	0	0	0	2.0	1.02	10.89
decorate	7	489	423	508	3.0	2.31	7.00
decorated	0	491	0	439	4.0	2.82	5.91
decoration	9	517	507	526	4.0	1.84	5.94
decorative	9	0	0	0	4.0	0.86	10.10
decorator	8	0	0	0	4.0	2.10	10.25
decorous	7	0	0	0	3.0	0.04	13.17
decorticate	0	0	0	0	4.0	0.04	13.90
decorum	7	0	0	0	3.0	0.82	15.12
decoy	4	434	486	453	2.0	3.57	9.44
decrease	6	0	0	0	2.0	1.18	8.56
decree	5	376	385	341	1.0	1.92	11.32
decrepit	8	0	0	0	3.0	0.49	11.40
decrepitude	11	0	0	0	4.0	0.04	15.18
decuple	7	0	0	0	3.0	0.02	16.00
dedicate	7	0	0	0	3.0	2.43	9.21
dedication	9	0	0	0	4.0	3.39	9.56
deduce	6	0	0	0	2.0	0.57	13.00
deduct	6	0	0	0	2.0	1.08	10.84
deductible	0	0	0	0	4.0	0.90	13.79
deduction	8	492	327	316	3.0	1.71	10.89
deductive	8	0	0	0	3.0	0.35	12.47
deed	3	475	410	390	1.0	9.31	9.72
deem	3	0	0	0	1.0	0.59	10.28
deep	3	542	400	498	1.0	76.39	5.47
deepen	5	0	0	0	2.0	0.25	9.21
deepness	0	0	0	0	2.0	0.02	8.00
deer	2	509	631	624	1.0	8.71	5.17
deface	5	490	397	425	2.0	0.10	12.32
defacement	9	0	0	0	4.0	0.02	12.56
defalcation	10	0	0	0	4.0	0.01	16.33
defamation	9	0	0	0	4.0	0.57	13.73
defamatory	10	0	0	0	5.0	0.06	15.94
defame	5	0	0	0	2.0	0.02	12.05
default	6	0	0	0	2.0	1.00	10.85
defeat	5	519	363	402	2.0	11.37	8.74
defeatism	9	0	0	0	3.0	0.06	14.06
defeatist	8	0	0	0	3.0	0.41	14.36
defecate	0	0	0	0	3.0	0.29	13.20
defecation	0	0	0	0	4.0	0.06	12.72
defect	6	0	0	0	2.0	2.47	10.26
defection	8	0	0	0	3.0	0.37	13.00
defective	8	0	0	0	3.0	2.16	10.11
defector	0	0	0	0	3.0	0.47	13.17
defence	6	479	346	413	2.0	8.02	7.84
defend	6	0	0	0	2.0	18.80	8.16
defendant	9	0	0	0	3.0	17.73	11.42
defender	7	0	0	0	3.0	2.98	9.05
defenestration	0	0	0	0	5.0	0.02	13.20
defense	0	0	0	0	2.0	32.65	8.80
defensible	9	0	0	0	4.0	0.24	10.80
defensive	8	0	0	0	3.0	5.45	9.89
defer	4	0	0	0	2.0	0.59	11.88
deference	8	0	0	0	3.0	0.37	12.88
deferential	10	0	0	0	4.0	0.10	14.40
deferment	0	0	0	0	3.0	0.14	13.88
defiance	7	432	275	383	2.0	1.12	12.35
defiant	7	419	0	407	2.0	0.92	10.45
deficiency	9	0	0	0	4.0	1.04	12.33
deficient	8	465	329	358	3.0	0.55	11.61
deficit	7	0	0	0	3.0	1.08	12.89
defilade	7	0	0	0	3.0	0.10	14.00
defile	5	0	0	0	3.0	0.33	12.50
defilement	9	0	0	0	4.0	0.02	14.40
defiler	6	0	0	0	3.0	0.08	14.44
define	5	0	0	0	2.0	6.24	8.53
definite	7	0	0	0	3.0	6.16	8.44
definitely	0	0	0	0	5.0	75.45	7.29
definition	9	519	262	224	4.0	5.80	8.39
definitive	9	0	0	0	4.0	1.94	12.61
deflate	6	0	0	0	2.0	0.25	8.78
deflation	8	0	0	0	3.0	0.06	11.26
deflect	7	0	0	0	2.0	0.53	10.06
deflection	9	0	0	0	3.0	0.29	11.56
deflector	8	0	0	0	3.0	0.33	11.58
deflower	6	0	0	0	3.0	0.12	13.70
defoliant	0	0	0	0	3.0	0.02	16.45
defoliate	0	0	0	0	3.0	0.02	14.13
deform	5	0	0	0	2.0	0.12	11.26
deformation	9	0	0	0	4.0	0.06	13.50
deformed	0	0	0	0	3.0	1.29	7.65
deformity	8	0	0	0	4.0	0.41	10.26
defraud	6	0	0	0	2.0	0.37	12.39
defrauder	7	0	0	0	3.0	0.04	15.29
defray	5	0	0	0	2.0	0.08	14.36
defrock	6	0	0	0	2.0	0.02	14.86
defrost	0	0	0	0	2.0	0.41	7.80
defroster	0	0	0	0	3.0	0.08	10.57
deft	4	0	0	0	1.0	0.39	11.13
deftness	0	0	0	0	2.0	0.02	11.65
defunct	7	0	0	0	2.0	0.33	11.67
defuse	0	0	0	0	2.0	0.75	12.10
defy	4	0	0	0	2.0	3.10	9.78
degeneracy	10	0	0	0	5.0	0.06	13.81
degenerate	9	0	0	0	4.0	1.82	13.45
degeneration	11	0	0	0	5.0	0.39	14.56
degenerative	11	0	0	0	5.0	0.24	13.35
degradation	10	0	0	0	4.0	0.76	13.00
degrade	6	0	0	0	2.0	0.67	11.50
degree	5	574	406	521	1.0	14.88	10.35
dehiscence	7	0	0	0	3.0	0.02	18.00
dehydrate	8	0	0	0	3.0	0.12	10.53
dehydration	10	0	0	0	4.0	0.78	9.37
deify	5	0	0	0	2.0	0.02	13.00
deign	3	0	0	0	1.0	0.31	11.58
deity	5	304	305	299	2.0	0.55	13.00
deject	6	0	0	0	2.0	0.02	12.33
dejected	0	0	0	0	3.0	0.22	11.50
dejeuner	6	0	0	0	3.0	0.02	13.20
delay	4	0	0	0	2.0	11.02	8.78
dele	4	0	0	0	2.0	0.04	15.50
delectable	9	0	0	0	4.0	0.37	13.00
delectation	10	0	0	0	4.0	0.06	12.71
delegate	7	0	0	0	3.0	1.43	12.61
delegation	9	412	406	356	4.0	1.37	13.32
delete	5	0	0	0	2.0	1.76	7.78
deleterious	10	0	0	0	4.0	0.18	17.00
deletion	7	0	0	0	3.0	0.12	11.32
delft	0	0	0	0	1.0	0.20	14.00
deliberate	9	508	0	341	4.0	2.84	11.40
deliberation	11	0	0	0	5.0	0.39	13.79
delicacy	8	0	0	0	4.0	1.39	10.47
delicate	7	556	0	378	3.0	9.51	8.20
delicatessen	10	0	0	0	5.0	0.80	12.06
delicious	7	0	0	0	3.0	21.53	6.50
delight	5	510	282	459	2.0	5.65	8.68
delighted	0	0	0	0	3.0	12.94	8.11
delightful	0	0	0	0	3.0	9.20	9.72
delineate	8	0	0	0	3.0	0.02	12.73
delineation	10	0	0	0	4.0	0.02	16.00
delinquency	11	0	0	0	4.0	0.45	13.26
delinquent	10	0	0	0	3.0	1.39	11.00
delirious	8	0	0	0	3.0	2.65	10.79
delirium	8	317	318	481	3.0	0.71	12.61
deliver	6	529	393	388	3.0	28.35	6.63
deliverance	10	0	0	0	4.0	0.59	11.88
deliverer	8	0	0	0	4.0	0.08	8.11
delivery	8	0	0	0	4.0	19.94	7.68
dell	3	244	513	397	1.0	2.43	8.50
delouse	0	0	0	0	2.0	0.08	12.79
delphinium	9	0	0	0	3.0	0.04	14.22
delta	5	359	494	499	2.0	8.33	11.11
delude	5	0	0	0	2.0	0.43	13.28
deluge	6	308	422	464	2.0	0.39	13.68
delusion	7	0	0	0	3.0	2.71	9.95
delve	4	0	0	0	1.0	0.27	11.50
demagnetize	10	0	0	0	4.0	0.08	12.56
demagogue	7	0	0	0	3.0	0.06	16.38
demand	6	0	0	0	2.0	17.12	7.83
demarcation	9	0	0	0	4.0	0.10	13.92
dematerialize	12	0	0	0	5.0	0.06	12.05
demean	5	0	0	0	2.0	0.35	13.11
demeaning	0	0	0	0	3.0	0.86	11.61
dement	6	0	0	0	2.0	0.02	15.25
demented	0	0	0	0	3.0	1.78	11.61
dementia	8	0	0	0	3.0	1.29	12.32
demerit	7	0	0	0	3.0	0.20	11.71
demigod	7	0	0	0	3.0	0.10	13.29
demilitarized	0	0	0	0	5.0	0.12	15.42
demimonde	0	0	0	0	3.0	0.02	16.57
demise	5	0	0	0	2.0	1.71	10.67
demiurge	6	0	0	0	2.0	0.02	15.62
demo	0	0	0	0	2.0	3.29	11.21
demobilization	13	0	0	0	5.0	0.02	13.22
democracy	9	566	298	364	4.0	6.61	10.17
democrat	8	0	0	0	3.0	1.69	11.21
democratic	10	0	0	0	4.0	3.55	10.22
democratize	10	0	0	0	4.0	0.02	12.64
demographic	0	0	0	0	4.0	0.86	12.65
demolish	7	501	370	497	3.0	0.53	9.11
demolition	9	0	0	0	4.0	2.82	9.05
demon	5	399	302	474	2.0	31.24	7.16
demoniac	8	0	0	0	3.0	0.02	13.27
demoniacal	10	0	0	0	4.0	0.02	13.46
demonic	7	0	0	0	3.0	3.02	10.32
demonism	9	0	0	0	3.0	0.02	13.62
demonize	0	0	0	0	3.0	0.12	13.00
demonology	10	0	0	0	5.0	0.10	14.33
demonstrable	11	0	0	0	4.0	0.10	13.75
demonstrate	10	0	0	0	3.0	4.67	9.05
demonstration	12	537	381	486	4.0	7.18	10.11
demonstrative	12	0	0	0	4.0	0.35	11.63
demonstrator	11	0	0	0	4.0	0.16	9.30
demoralization	13	0	0	0	5.0	0.02	15.00
demoralize	9	0	0	0	4.0	0.06	13.88
demote	0	0	0	0	2.0	0.04	12.89
demotic	7	0	0	0	3.0	0.06	15.50
demotion	0	0	0	0	3.0	0.31	12.56
demount	0	0	0	0	2.0	0.02	10.80
demur	4	0	0	0	2.0	0.02	14.33
demure	5	0	0	0	2.0	0.39	12.78
demurrer	6	0	0	0	3.0	0.08	14.92
den	3	0	0	0	1.0	6.12	5.70
denaturalization	15	0	0	0	6.0	0.02	15.31
denatured	0	0	0	0	4.0	0.08	13.88
dengue	5	0	0	0	1.0	0.08	12.33
deniable	7	0	0	0	3.0	0.16	10.05
denial	6	407	272	364	2.0	5.25	9.45
denigrate	8	0	0	0	3.0	0.25	14.17
denigration	10	0	0	0	4.0	0.02	13.40
denim	0	0	0	0	2.0	0.65	8.22
denims	0	0	0	0	2.0	0.10	8.00
denizen	6	0	0	0	3.0	0.04	14.36
denomination	11	0	0	0	5.0	0.35	10.56
denominational	12	0	0	0	5.0	0.02	10.95
denominator	10	0	0	0	5.0	0.55	11.17
denote	5	0	0	0	2.0	0.08	11.24
denouement	0	0	0	0	3.0	0.18	15.00
denounce	6	0	0	0	2.0	0.86	12.16
dense	4	524	353	461	1.0	2.12	10.20
denseness	0	0	0	0	3.0	0.02	11.78
density	0	0	0	0	3.0	1.43	10.79
dent	4	480	517	486	1.0	3.53	7.33
dental	5	0	0	0	2.0	6.18	7.21
dentate	6	0	0	0	2.0	0.01	15.14
dentifrice	9	0	0	0	3.0	0.04	15.43
dentist	7	563	607	622	2.0	11.20	5.22
dentistry	9	0	0	0	3.0	0.37	8.81
dentition	8	0	0	0	3.0	0.04	15.36
denture	6	0	0	0	2.0	0.20	10.16
denudation	10	0	0	0	4.0	0.01	15.00
deny	4	0	0	0	2.0	21.39	7.80
deodorant	9	0	0	0	3.0	1.61	8.83
deodorize	8	0	0	0	3.0	0.04	11.48
deodorizer	9	0	0	0	4.0	0.04	12.11
depart	5	0	0	0	2.0	2.14	9.89
department	9	596	447	426	3.0	63.84	9.84
departmental	10	0	0	0	4.0	0.82	12.61
departure	7	0	0	0	3.0	5.39	9.78
depend	6	0	0	0	2.0	9.88	8.50
dependable	9	531	0	352	4.0	1.67	8.78
dependant	9	0	0	0	3.0	0.14	10.67
dependence	9	0	0	0	3.0	0.41	10.68
dependency	10	0	0	0	4.0	0.51	11.00
dependent	9	0	0	0	3.0	2.24	9.32
depict	6	441	262	316	2.0	0.53	11.50
depiction	8	0	0	0	3.0	0.31	11.44
depilatory	10	0	0	0	5.0	0.16	14.45
deplane	0	0	0	0	2.0	0.04	10.92
deplete	6	0	0	0	2.0	0.14	12.53
depletion	8	0	0	0	3.0	0.25	14.22
deplorable	9	0	0	0	4.0	0.92	14.24
deplore	5	0	0	0	2.0	0.24	12.40
deploy	5	0	0	0	2.0	2.65	12.44
deployment	9	0	0	0	3.0	1.25	12.29
depolarization	13	0	0	0	5.0	0.02	14.54
depopulate	10	0	0	0	4.0	0.06	13.27
depopulation	12	0	0	0	5.0	0.02	12.33
deport	5	0	0	0	2.0	0.78	12.65
deportation	9	0	0	0	4.0	0.78	13.95
deportment	9	0	0	0	3.0	0.24	14.33
depose	5	0	0	0	2.0	0.41	13.56
deposit	7	532	417	413	3.0	10.80	8.65
deposition	9	0	0	0	4.0	3.00	13.59
depositor	8	0	0	0	4.0	0.10	13.65
depository	10	0	0	0	5.0	0.98	13.18
depot	4	0	0	0	2.0	2.94	9.11
depravation	10	0	0	0	4.0	0.06	13.62
deprave	6	0	0	0	2.0	0.06	10.88
depravity	9	0	0	0	4.0	0.67	13.37
deprecate	8	0	0	0	3.0	0.04	13.79
deprecatory	11	0	0	0	5.0	0.01	15.00
depreciate	9	0	0	0	3.0	0.16	13.37
depreciation	11	0	0	0	4.0	0.35	15.19
depredation	10	0	0	0	4.0	0.04	15.20
depress	6	0	0	0	2.0	0.71	9.75
depressed	0	547	0	436	3.0	16.27	9.47
depressing	0	0	0	0	3.0	6.35	11.74
depression	8	541	303	453	3.0	7.96	10.71
depressive	0	0	0	0	3.0	0.43	11.89
depressor	7	0	0	0	3.0	0.12	10.25
deprivation	10	0	0	0	4.0	0.78	11.17
deprive	6	0	0	0	2.0	1.31	9.37
depth	4	0	0	0	1.0	8.25	9.72
deputation	10	0	0	0	4.0	0.06	17.64
depute	6	0	0	0	2.0	0.02	14.64
deputize	8	0	0	0	3.0	0.35	12.00
deputy	7	462	455	435	3.0	15.65	6.45
deracinate	0	0	0	0	4.0	0.04	17.17
derail	5	0	0	0	2.0	0.57	10.67
derailment	9	0	0	0	3.0	0.22	12.00
derangement	10	0	0	0	4.0	0.14	14.32
derby	0	456	495	495	2.0	2.20	10.45
derelict	8	245	506	466	3.0	0.78	14.38
dereliction	10	0	0	0	4.0	0.25	14.33
deride	5	0	0	0	2.0	0.10	12.50
derision	7	0	0	0	3.0	0.16	13.38
derisive	7	0	0	0	3.0	0.04	14.06
derivation	9	434	242	267	4.0	0.25	14.22
derivative	9	0	0	0	4.0	0.76	14.44
derive	5	0	0	0	2.0	0.69	12.00
derma	0	0	0	0	2.0	0.10	13.93
dermal	5	0	0	0	2.0	0.10	14.15
dermatitis	9	0	0	0	4.0	0.08	14.93
dermatologist	12	0	0	0	5.0	0.55	12.62
dermatology	10	0	0	0	5.0	0.18	12.30
dermis	0	0	0	0	2.0	0.06	13.94
dernier	0	0	0	0	2.0	0.02	12.57
derogatory	10	0	0	0	5.0	0.61	13.35
derringer	7	0	0	0	3.0	0.35	12.82
dervish	5	0	0	0	2.0	0.27	14.13
desalinization	0	0	0	0	5.0	0.06	16.15
descant	7	0	0	0	2.0	0.02	13.50
descend	6	0	0	0	2.0	1.92	9.19
descendant	9	0	0	0	3.0	1.08	9.61
descent	6	0	0	0	2.0	2.59	9.84
describe	7	610	0	315	2.0	16.98	7.67
description	10	556	341	326	3.0	12.65	8.80
descriptive	10	0	0	0	3.0	0.39	7.94
desecrate	8	0	0	0	3.0	0.39	12.26
desecration	10	0	0	0	4.0	0.45	13.85
desecrator	9	0	0	0	4.0	0.02	13.88
desegregate	0	0	0	0	4.0	0.02	11.95
desegregation	0	0	0	0	5.0	0.04	12.29
desensitization	0	0	0	0	5.0	0.06	15.53
desensitize	10	0	0	0	4.0	0.08	13.69
desert	5	0	0	0	2.0	27.98	8.35
deserter	6	0	0	0	3.0	0.73	10.76
desertion	7	0	0	0	3.0	0.75	12.33
deserve	5	0	0	0	2.0	43.73	7.94
deserving	0	0	0	0	3.0	0.98	7.67
desiccant	0	0	0	0	3.0	0.01	15.33
desiccate	7	0	0	0	3.0	0.02	15.14
desiccated	0	0	0	0	4.0	0.25	12.69
desiccation	9	0	0	0	4.0	0.10	13.64
design	5	538	444	407	2.0	16.20	10.05
designate	8	0	0	0	3.0	0.61	11.60
designated	0	0	0	0	4.0	2.59	11.44
designation	10	0	0	0	4.0	0.22	11.82
designator	9	0	0	0	4.0	0.04	12.20
designer	6	0	0	0	3.0	5.24	9.05
desirability	13	0	0	0	5.0	0.10	12.10
desirable	9	0	0	0	4.0	1.94	11.00
desire	5	550	0	368	2.0	20.27	9.95
desirous	8	0	0	0	3.0	0.24	12.94
desist	6	0	0	0	2.0	0.96	13.33
desk	4	583	583	574	1.0	43.90	5.56
desolate	7	459	325	435	3.0	0.98	12.06
desolated	0	0	0	0	4.0	0.06	12.06
desolation	9	0	0	0	4.0	0.61	12.79
despair	5	484	279	388	2.0	5.86	9.56
despairing	0	0	0	0	3.0	0.20	12.79
desperado	9	0	0	0	4.0	0.43	12.79
desperate	8	0	0	0	3.0	25.69	9.22
desperately	0	0	0	0	5.0	5.82	9.88
desperation	10	477	257	389	4.0	3.02	11.28
despicable	9	0	0	0	4.0	2.10	10.89
despise	6	469	314	450	2.0	4.51	12.38
despite	6	0	0	0	2.0	13.00	9.11
despoil	6	0	0	0	2.0	0.04	15.62
despondency	11	0	0	0	4.0	0.06	13.93
despondent	10	0	0	0	3.0	0.47	14.62
despot	6	313	364	297	2.0	0.22	13.50
despotism	10	0	0	0	3.0	0.06	14.00
dessert	5	0	0	0	2.0	14.02	5.61
destination	10	0	0	0	4.0	5.88	8.56
destine	6	0	0	0	2.0	0.02	12.50
destiny	7	0	0	0	3.0	23.04	10.21
destitute	9	0	0	0	3.0	0.71	11.43
destitution	11	0	0	0	4.0	0.04	13.55
destroy	6	551	367	444	2.0	47.18	6.70
destroyer	7	448	513	508	2.0	3.63	7.74
destructible	11	0	0	0	4.0	0.02	10.21
destruction	10	488	365	505	3.0	11.51	7.62
destructive	10	543	0	426	3.0	2.39	8.05
destructor	9	0	0	0	3.0	0.10	10.11
desultory	9	0	0	0	4.0	0.04	14.17
detach	6	0	0	0	2.0	0.67	9.22
detachable	9	0	0	0	4.0	0.18	9.94
detachment	10	0	0	0	3.0	1.27	12.53
detail	5	0	0	0	2.0	19.39	9.79
detailed	0	0	0	0	3.0	3.92	7.00
detain	5	0	0	0	2.0	1.82	12.28
detainee	6	0	0	0	2.0	0.22	13.80
detect	6	0	0	0	2.0	5.12	9.53
detectable	9	0	0	0	4.0	0.27	11.89
detection	8	0	0	0	3.0	1.67	10.33
detective	8	509	505	524	3.0	61.12	6.58
detector	7	0	0	0	3.0	3.25	9.42
detente	0	0	0	0	2.0	0.06	15.44
detention	8	0	0	0	3.0	6.53	10.16
deter	4	0	0	0	2.0	0.39	12.24
detergent	8	0	0	0	3.0	1.02	7.33
deteriorate	10	0	0	0	4.0	0.53	11.78
deteriorating	0	0	0	0	5.0	0.65	10.76
deterioration	12	0	0	0	5.0	0.51	12.65
